1 11.83
2 6.62
3 5.05
4 4.45
5 3.86
6 3.57
7 3.33
8 3.21
9 3.05
10 2.98
11 2.90
12 2.84
13 2.79
14 2.76
15 2.71
16 2.67
17 2.71
18 2.69
19 2.62
20 2.55
21 2.54
22 2.51
23 2.49
24 2.49
25 2.50
26 2.46
27 2.44
28 2.43
29 2.43
30 2.43
